Symbol,logFC,p_value
CRNKL1,-0.129150931,0.999988109
AL035454.1,-2.84E-12,0.999988109
AL049648.1,-2.84E-12,0.999988109
AL121721.1,-2.84E-12,0.999988109
INSM1,3.577513071,4.23E-05
RALGAPA2,0.66228676,0.137341398
AL133465.1,-2.84E-12,0.999988109
LINC00237,-2.84E-12,0.999988109
AL121759.2,-2.84E-12,0.999988109
KIZ,-0.179017393,0.999988109
AL121759.1,-2.84E-12,0.999988109
KIZ-AS1,-2.84E-12,0.999988109
AL117332.1,-0.243320056,0.999988109
XRN2,0.164704882,0.026860454
NKX2-4,-2.84E-12,0.999988109
AL158013.1,#NAME?,0.255929558
NKX2-2,-2.84E-12,0.999988109
NKX2-2-AS1,-2.84E-12,0.999988109
AL133325.2,-2.84E-12,0.999988109
LINC01727,-2.84E-12,0.999988109
LINC01726,-2.84E-12,0.999988109
PAX1,-2.84E-12,0.999988109
AL109807.1,-2.84E-12,0.999988109
LINC01432,-2.84E-12,0.999988109
AL035258.1,-2.84E-12,0.999988109
LINC01427,-2.84E-12,0.999988109
AL133464.1,-2.84E-12,0.999988109
LINC00261,-2.84E-12,0.999988109
AL121722.1,-2.84E-12,0.999988109
FOXA2,-2.84E-12,0.999988109
LINC01384,-2.84E-12,0.999988109
LINC01747,-2.84E-12,0.999988109
AL158175.1,-2.84E-12,0.999988109
AL049651.1,-2.84E-12,0.999988109
SSTR4,-2.84E-12,0.999988109
THBD,-2.84E-12,0.999988109
CD93,-2.84E-12,0.999988109
LINC00656,-2.84E-12,0.999988109
AL118508.2,-2.84E-12,0.999988109
AL118508.1,-2.84E-12,0.999988109
AL390037.1,-3.408754652,0.765518804
AL096677.1,-7.316384273,0.39981929
NXT1,-0.178414956,0.017537185
GZF1,-0.116323706,0.999988109
NAPB,0.651675832,0.999988109
CSTL1,-2.84E-12,0.999988109
CST11,-2.84E-12,0.999988109
AL109954.2,-2.84E-12,0.999988109
AL109954.1,-2.84E-12,0.999988109
AL109954.3,-2.84E-12,0.999988109
CST8,-2.84E-12,0.999988109
CST9L,-2.84E-12,0.999988109
CST9,-2.84E-12,0.999988109
AL121894.2,-2.84E-12,0.999988109
AL121894.1,-2.84E-12,0.999988109
CST4,-2.84E-12,0.999988109
CST1,-2.84E-12,0.999988109
AL591074.1,-2.84E-12,0.999988109
CST2,-2.84E-12,0.999988109
CST5,-2.84E-12,0.999988109
GGTLC1,-2.84E-12,0.999988109
AL110503.1,-2.84E-12,0.999988109
LINC01721,-2.84E-12,0.999988109
AL158090.1,-2.84E-12,0.999988109
SYNDIG1,-2.84E-12,0.999988109
AL157413.1,-2.84E-12,0.999988109
AL049594.1,-2.84E-12,0.999988109
AL035661.1,-2.84E-12,0.999988109
CST7,1.021615426,3.04E-42
APMAP,-0.10618867,0.999988109
ACSS1,-1.117036929,0.232536207
AL080312.2,-2.84E-12,0.999988109
AL035252.2,4.257358869,0.999988109
ENTPD6,-0.368397653,0.999988109
AL121772.1,-2.84E-12,0.999988109
PYGB,-0.0003652,0.999988109
AL121772.2,-2.84E-12,0.999988109
ABHD12,0.512478327,0.434924522
NANP,0.192975827,0.999988109
ZNF337-AS1,-0.854377496,0.80996342
ZNF337,-0.28196578,0.999988109
AL390198.1,-2.84E-12,0.999988109
FAM182B,-2.84E-12,0.999988109
LINC01733,-2.84E-12,0.999988109
AL078587.1,-2.84E-12,0.999988109
AL391119.1,-2.84E-12,0.999988109
AL121904.1,-2.84E-12,0.999988109
LINC01597,-2.84E-12,0.999988109
LINC01598,-2.84E-12,0.999988109
DEFB115,-2.84E-12,0.999988109
DEFB116,-2.84E-12,0.999988109
DEFB118,-2.84E-12,0.999988109
DEFB119,-2.84E-12,0.999988109
DEFB121,-2.84E-12,0.999988109
DEFB123,-2.84E-12,0.999988109
DEFB124,-2.84E-12,0.999988109
REM1,-2.84E-12,0.999988109
LINC00028,-2.84E-12,0.999988109
HM13,0.190697282,0.004667728
HM13-AS1,-2.84E-12,0.999988109
ID1,0.12152021,0.999988109
COX4I2,-2.84E-12,0.999988109
BCL2L1,0.278043734,9.40E-07
AL117381.1,-3.185720454,0.349718691
ABALON,-0.429678932,0.999988109
TPX2,-0.118138498,0.999988109
MYLK2,-2.84E-12,0.999988109
FOXS1,-2.84E-12,0.999988109
DUSP15,#NAME?,0.255929558
TTLL9,-2.84E-12,0.999988109
PDRG1,0.110635071,0.999988109
XKR7,-2.84E-12,0.999988109
CCM2L,-2.84E-12,0.999988109
AL031658.1,-2.84E-12,0.999988109
HCK,-2.84E-12,0.999988109
TM9SF4,-0.314994662,0.166467088
PLAGL2,0.307943843,0.002935008
POFUT1,0.35138244,0.142839025
KIF3B,0.252884452,0.225376426
ASXL1,-0.236543259,0.001173531
NOL4L,0.900405966,0.488640244
AL034550.1,15.86282505,0.999988109
AL034550.2,-2.84E-12,0.999988109
AL133343.2,-2.84E-12,0.999988109
NOL4L-DT,-2.84E-12,0.999988109
AL133343.1,-2.84E-12,0.999988109
C20orf203,-2.84E-12,0.999988109
FO393400.1,-2.84E-12,0.999988109
COMMD7,-1.253409008,0.004726572
DNMT3B,-2.84E-12,0.999988109
MAPRE1,-0.243288959,0.015685909
AL035071.2,-2.84E-12,0.999988109
AL035071.1,-0.321008956,0.999988109
EFCAB8,#NAME?,0.02613721
SUN5,-2.84E-12,0.999988109
BPIFB2,-2.84E-12,0.999988109
BPIFB6,-2.84E-12,0.999988109
BPIFB3,-2.84E-12,0.999988109
BPIFB4,-2.84E-12,0.999988109
BPIFA2,-2.84E-12,0.999988109
AL121901.1,-2.84E-12,0.999988109
BPIFA3,-2.84E-12,0.999988109
BPIFA1,-2.84E-12,0.999988109
BPIFB1,-2.84E-12,0.999988109
CDK5RAP1,0.061706983,0.999988109
SNTA1,-0.1300832,0.999988109
CBFA2T2,0.119425777,0.999988109
AL121906.2,-2.84E-12,0.999988109
NECAB3,1.316633879,0.8019576
C20orf144,-2.157564318,0.708972471
ACTL10,-0.161332,0.999988109
AL121906.1,-2.84E-12,0.999988109
PXMP4,-1.205889292,0.861328997
AL050349.1,15.86282241,0.999988109
ZNF341,-1.085439586,0.324906648
ZNF341-AS1,1.334829004,0.999988109
CHMP4B,-0.061517876,0.909346318
AL034549.1,-0.952599626,0.367286004
RALY,0.100860611,0.848611457
AL031668.1,-2.84E-12,0.999988109
EIF2S2,-0.152524684,0.000434939
ASIP,-2.84E-12,0.999988109
AHCY,0.118600058,0.789277824
ITCH,0.321222887,0.215300599
ITCH-AS1,4.257360123,0.999988109
DYNLRB1,0.392163074,0.000194403
MAP1LC3A,-0.072044907,0.999988109
PIGU,0.063950615,0.999988109
NCOA6,-0.400183622,0.561373392
TP53INP2,-0.594106681,0.814826331
GGT7,-0.292535041,0.999988109
ACSS2,0.889667249,0.999988109
GSS,0.144163586,0.999988109
TRPC4AP,0.21638123,0.732937983
EDEM2,-0.295331214,0.881346894
PROCR,-2.696417481,0.496608323
AL356652.1,-2.84E-12,0.999988109
MMP24OS,-0.411116798,0.055529042
MMP24,-3.970815274,0.237122938
AL121753.1,-2.84E-12,0.999988109
EIF6,0.175401981,0.004024278
FAM83C-AS1,-2.84E-12,0.999988109
FAM83C,-2.84E-12,0.999988109
UQCC1,0.090769152,0.999988109
GDF5OS,-2.84E-12,0.999988109
GDF5,-2.84E-12,0.999988109
CEP250,-0.854885123,0.151371016
FO393401.1,0.271175759,0.999988109
C20orf173,-2.84E-12,0.999988109
ERGIC3,0.161092886,0.622924865
SPAG4,-0.068634819,0.999988109
CPNE1,0.406373953,0.038535392
AL109827.1,-2.84E-12,0.999988109
RBM12,-0.400337232,5.64E-05
NFS1,-0.580314319,0.487767287
ROMO1,-0.137512385,0.008407528
RBM39,-0.212854634,3.76E-05
PHF20,-0.428441842,0.002180439
SCAND1,0.039687889,0.999988109
CNBD2,-0.233023644,0.999988109
NORAD,-0.128312705,0.888249972
AL035420.3,4.257361419,0.999988109
AL035420.1,-2.84E-12,0.999988109
AL035420.2,-2.84E-12,0.999988109
AL121895.1,-2.84E-12,0.999988109
AL121895.2,-2.84E-12,0.999988109
AAR2,0.300476145,0.149106923
DLGAP4,-0.157748597,0.999988109
MYL9,-0.491681373,0.999988109
TGIF2,-0.258200235,0.388603577
TGIF2-RAB5IF,-0.709257512,0.999988109
RAB5IF,-0.118618398,0.460202941
SLA2,-0.378834507,0.999988109
NDRG3,2.135709224,0.434924522
DSN1,-2.211382966,0.202195563
SOGA1,-0.409499074,0.999988109
TLDC2,-2.84E-12,0.999988109
SAMHD1,-0.222157341,0.999988109
RBL1,-0.095272567,0.999988109
AL136172.1,-1.667099893,0.999988109
MROH8,0.184677096,0.999988109
RPN2,-0.153662899,0.134182378
GHRH,-2.84E-12,0.999988109
MANBAL,0.04076292,0.999988109
SRC,0.377740602,0.999988109
BLCAP,-0.29564852,0.332746027
LINC01746,-2.84E-12,0.999988109
LINC00489,-2.84E-12,0.999988109
AL162293.1,-2.84E-12,0.999988109
CTNNBL1,0.222283971,0.474184355
VSTM2L,-2.84E-12,0.999988109
TTI1,0.07110978,0.999988109
RPRD1B,0.018940709,0.999988109
AL031651.1,-2.84E-12,0.999988109
TGM2,-2.84E-12,0.999988109
KIAA1755,-2.84E-12,0.999988109
AL359555.3,-2.84E-12,0.999988109
AL359555.4,-2.84E-12,0.999988109
AL359555.2,-2.84E-12,0.999988109
AL359555.1,-2.84E-12,0.999988109
BPI,-2.84E-12,0.999988109
LBP,-2.84E-12,0.999988109
AL391095.2,-2.84E-12,0.999988109
RALGAPB,-0.31408847,0.597276699
ADIG,-2.84E-12,0.999988109
ARHGAP40,-2.84E-12,0.999988109
ACTR5,0.012684069,0.999988109
PPP1R16B,0.157214189,0.454009086
AL023803.1,-0.1300832,0.999988109
DHX35,-0.326728551,0.999988109
LINC01734,-2.84E-12,0.999988109
AL118523.1,-2.84E-12,0.999988109
LINC01370,-2.84E-12,0.999988109
AL133419.1,-2.84E-12,0.999988109
AL009050.1,-2.84E-12,0.999988109
AL035665.1,-2.84E-12,0.999988109
TOP1,0.112649919,0.055443777
PLCG1,-0.303540428,0.999988109
ZHX3,-0.788174948,0.999988109
LPIN3,-2.84E-12,0.999988109
EMILIN3,-2.84E-12,0.999988109
CHD6,-0.091395698,0.999988109
AL049812.2,-2.84E-12,0.999988109
AL049812.3,-2.84E-12,0.999988109
PTPRT,15.86283696,0.999988109
AL031656.1,-2.84E-12,0.999988109
AL031676.1,-2.84E-12,0.999988109
AL021395.1,-2.84E-12,0.999988109
SRSF6,-0.310361967,5.11E-05
L3MBTL1,0.481831591,0.999988109
Z98752.3,-2.84E-12,0.999988109
Z98752.1,-2.84E-12,0.999988109
SGK2,-2.84E-12,0.999988109
Z98752.4,16.26352677,0.999988109
IFT52,-0.135069637,0.999988109
MYBL2,-2.84E-12,0.999988109
GTSF1L,-2.84E-12,0.999988109
LINC01728,-2.84E-12,0.999988109
TOX2,3.047019977,5.43E-06
JPH2,-2.84E-12,0.999988109
OSER1,-0.349936839,0.421752463
OSER1-DT,-1.158088817,0.999988109
GDAP1L1,-2.84E-12,0.999988109
FITM2,-0.558717514,0.866038403
R3HDML,-2.84E-12,0.999988109
AL117382.1,-2.84E-12,0.999988109
HNF4A,15.86282327,0.999988109
HNF4A-AS1,-2.84E-12,0.999988109
AL117382.2,-2.84E-12,0.999988109
LINC01620,-2.84E-12,0.999988109
TTPAL,-0.177981214,0.999988109
SERINC3,-0.059438606,0.999988109
ADA,-0.052053382,0.999988109
AL139352.1,19.09226739,0.999988109
LINC01260,-2.84E-12,0.999988109
KCNK15-AS1,-2.84E-12,0.999988109
WISP2,-2.84E-12,0.999988109
KCNK15,2.44540128,5.97E-06
RIMS4,-2.84E-12,0.999988109
YWHAB,-0.035101704,0.999988109
PABPC1L,-0.452432003,0.80249586
TOMM34,0.382257583,0.007744111
STK4-AS1,15.86284494,0.999988109
STK4,-0.114846764,0.186719254
KCNS1,-2.119713312,0.999988109
WFDC5,-2.84E-12,0.999988109
WFDC12,-2.84E-12,0.999988109
PI3,-2.84E-12,0.999988109
SEMG1,-2.84E-12,0.999988109
SEMG2,-2.84E-12,0.999988109
SLPI,-2.84E-12,0.999988109
MATN4,1.504107168,0.999988109
RBPJL,-2.84E-12,0.999988109
SDC4,-0.821861207,4.98E-26
SYS1,-0.515926407,0.001290689
SYS1-DBNDD2,0.367579016,0.999988109
TP53TG5,-1.635929671,0.292239658
DBNDD2,-0.581750009,0.056895107
PIGT,-0.026697357,0.999988109
WFDC2,#NAME?,0.106020643
AL031663.2,-2.84E-12,0.999988109
SPINT3,-2.84E-12,0.999988109
WFDC6,-2.84E-12,0.999988109
EPPIN-WFDC6,-2.84E-12,0.999988109
EPPIN,-2.84E-12,0.999988109
WFDC8,-2.84E-12,0.999988109
WFDC9,-2.84E-12,0.999988109
WFDC10A,-2.84E-12,0.999988109
WFDC11,-2.84E-12,0.999988109
WFDC10B,-2.84E-12,0.999988109
WFDC13,-2.84E-12,0.999988109
SPINT4,-2.84E-12,0.999988109
WFDC3,-2.84E-12,0.999988109
DNTTIP1,0.011354228,0.999988109
TNNC2,-1.193793421,0.398999223
ACOT8,0.906007157,0.309734909
ZSWIM3,-0.792966697,0.999988109
ZSWIM1,0.777245446,0.751518524
SPATA25,-2.84E-12,0.999988109
NEURL2,-0.828034224,0.562914464
CTSA,-0.78802689,0.003910053
AL008726.1,-2.84E-12,0.999988109
PLTP,15.96500099,0.999988109
PCIF1,0.129801192,0.999988109
ZNF335,-0.088993978,0.999988109
MMP9,0.356609908,0.999988109
SLC12A5-AS1,-2.84E-12,0.999988109
SLC12A5,0.90434642,0.999988109
NCOA5,-0.106374796,0.999988109
CD40,-1.564243736,0.999988109
AL031687.1,-2.84E-12,0.999988109
CDH22,-2.84E-12,0.999988109
SLC35C2,-0.274435554,0.981264264
AL133227.1,16.58259574,0.999988109
ELMO2,-0.037295225,0.999988109
ZNF334,-2.84E-12,0.999988109
OCSTAMP,-2.84E-12,0.999988109
SLC13A3,15.86282798,0.999988109
TP53RK,0.294875929,0.597276699
AL031055.1,-0.282810019,0.999988109
SLC2A10,-2.84E-12,0.999988109
EYA2,-2.84E-12,0.999988109
AL354766.2,-2.84E-12,0.999988109
ZMYND8,-0.402376778,0.999988109
AL031666.2,-2.84E-12,0.999988109
AL031666.1,-2.84E-12,0.999988109
LINC01754,-2.84E-12,0.999988109
NCOA3,0.061426208,0.999988109
SULF2,0.837792588,0.999988109
AL354813.1,-2.84E-12,0.999988109
AL357558.2,-2.84E-12,0.999988109
AL357558.1,-2.84E-12,0.999988109
LINC01522,-2.84E-12,0.999988109
LINC01523,-2.84E-12,0.999988109
AL139351.1,-2.84E-12,0.999988109
LINC00494,-2.84E-12,0.999988109
AL137078.1,-2.84E-12,0.999988109
AL137078.2,-2.84E-12,0.999988109
AL049541.1,-2.84E-12,0.999988109
AL049541.2,-2.84E-12,0.999988109
PREX1,0.517384823,0.000519898
AL133342.1,-0.760715359,0.999988109
ARFGEF2,-0.152532898,0.999988109
CSE1L-AS1,-2.84E-12,0.999988109
CSE1L,-0.0616685,0.999988109
STAU1,0.042197398,0.999988109
DDX27,0.101208878,0.84648395
ZNFX1,-0.306633812,0.00136056
ZFAS1,-0.013636702,0.999988109
KCNB1,-2.84E-12,0.999988109
B4GALT5,-0.122321621,0.999988109
SLC9A8,-0.343915938,0.627324057
SPATA2,-0.120918136,0.999988109
RNF114,-0.035200566,0.999988109
SNAI1,-0.505298121,0.751287192
TRERNA1,-2.84E-12,0.999988109
UBE2V1,0.113197348,0.999988109
TMEM189-UBE2V1,-0.1300832,0.999988109
TMEM189,-0.131790787,0.999988109
AL161937.2,-2.84E-12,0.999988109
AL161937.1,-2.84E-12,0.999988109
LINC01273,-2.84E-12,0.999988109
CEBPB-AS1,-3.805626244,0.28028836
CEBPB,-0.873366408,2.64E-12
LINC01270,-2.84E-12,0.999988109
LINC01271,-2.84E-12,0.999988109
PTPN1,0.436578215,1.46E-06
AL133230.1,-1.055740936,0.999988109
RIPOR3,-2.84E-12,0.999988109
AL353653.1,-2.84E-12,0.999988109
PARD6B,-0.052234415,0.999988109
BCAS4,0.10960904,0.999988109
ADNP,-0.182294666,0.999988109
ADNP-AS1,-0.942714996,0.999988109
DPM1,0.189313346,0.451807058
MOCS3,-0.22886798,0.999988109
AL050404.1,15.86278862,0.999988109
KCNG1,2.57929912,0.337338006
NFATC2,0.072989318,0.999988109
ATP9A,1.587934719,0.999988109
SALL4,15.86284731,0.999988109
LINC01429,-2.84E-12,0.999988109
ZFP64,0.540771271,0.999988109
LINC01524,-2.84E-12,0.999988109
AL109610.1,-2.84E-12,0.999988109
AL049765.1,-2.84E-12,0.999988109
AL031674.1,-2.84E-12,0.999988109
AL121902.1,-2.84E-12,0.999988109
TSHZ2,1.672119765,1.99E-73
AL354993.2,-2.84E-12,0.999988109
ZNF217,-0.383799359,0.598757999
AC005808.1,-2.84E-12,0.999988109
AC006076.1,-2.84E-12,0.999988109
BCAS1,15.86282864,0.999988109
AC005220.1,-2.84E-12,0.999988109
PFDN4,0.218958301,0.033486207
DOK5,3.628608727,1.90E-06
LINC01440,-2.84E-12,0.999988109
AL160413.1,-2.84E-12,0.999988109
CBLN4,-2.84E-12,0.999988109
MC3R,-2.84E-12,0.999988109
AL139824.1,-2.84E-12,0.999988109
FAM210B,-0.082815609,0.999988109
AURKA,-1.007127941,0.999988109
CSTF1,0.119247359,0.999988109
CASS4,-0.689049446,0.820955973
RTF2,-0.175908278,0.294994708
FAM209A,16.49549232,0.999988109
LINC01716,-2.84E-12,0.999988109
TFAP2C,-2.84E-12,0.999988109
AL133232.1,-2.84E-12,0.999988109
AL157414.2,-2.84E-12,0.999988109
AL157414.1,-2.84E-12,0.999988109
BMP7,-2.84E-12,0.999988109
BMP7-AS1,-2.84E-12,0.999988109
AL122058.1,-2.84E-12,0.999988109
SPO11,-2.84E-12,0.999988109
RAE1,0.382708581,0.020116439
AL109955.1,0.596118543,0.999988109
RBM38,-0.168145338,0.968667154
PCK1,-2.84E-12,0.999988109
AL035541.1,-2.84E-12,0.999988109
PMEPA1,-1.24082045,1.06E-23
NKILA,-1.787959168,0.301092873
AL354984.1,-2.84E-12,0.999988109
LINC01742,-2.84E-12,0.999988109
AL354984.2,-2.84E-12,0.999988109
C20orf85,-2.84E-12,0.999988109
ANKRD60,15.86281369,0.999988109
RAB22A,-0.35763389,0.016048627
VAPB,0.142165229,0.999988109
APCDD1L,-2.84E-12,0.999988109
AL050327.1,-2.84E-12,0.999988109
LINC01711,-2.84E-12,0.999988109
STX16,0.299286687,0.649390864
STX16-NPEPL1,15.86279735,0.999988109
NPEPL1,-1.150468073,0.547241734
AL132655.3,-2.84E-12,0.999988109
AL132655.2,15.86282864,0.999988109
GNAS-AS1,-2.517390885,0.597807856
AL132655.1,-2.84E-12,0.999988109
GNAS,-0.40409809,1.08E-15
AL121917.2,-2.84E-12,0.999988109
NELFCD,-0.076507206,0.999988109
CTSZ,0.129204099,0.999988109
ATP5F1E,0.176746774,4.02E-19
PRELID3B,0.128419794,0.274069875
ZNF831,-1.287151086,0.000615714
EDN3,-2.84E-12,0.999988109
AL035250.1,-2.84E-12,0.999988109
AL035250.2,-2.84E-12,0.999988109
AL389889.1,-2.84E-12,0.999988109
PHACTR3,-2.84E-12,0.999988109
AL121908.1,-2.84E-12,0.999988109
SYCP2,-1.734317149,0.999988109
FAM217B,-0.248647076,0.999988109
PPP1R3D,-0.675980267,0.999988109
C20orf197,-2.84E-12,0.999988109
AL132822.1,-2.84E-12,0.999988109
MIR646HG,16.27558328,0.999988109
AL117372.1,-2.84E-12,0.999988109
AL139348.1,-2.84E-12,0.999988109
AL121910.1,-2.84E-12,0.999988109
LINC01718,-2.84E-12,0.999988109
CDH4,4.257363803,0.999988109
BX640515.1,-2.84E-12,0.999988109
AL160412.1,-2.84E-12,0.999988109
AL162457.1,-2.84E-12,0.999988109
AL162457.2,-2.84E-12,0.999988109
TAF4,0.230341524,0.999988109
AL137077.2,-2.286530392,0.999988109
LSM14B,-0.210161584,0.999988109
PSMA7,0.003524936,0.999988109
SS18L1,0.125768779,0.999988109
MTG2,-0.003118386,0.999988109
HRH3,-2.84E-12,0.999988109
OSBPL2,-0.460518949,0.811719998
ADRM1,0.154167702,0.025593463
AL354836.1,-2.33588092,0.378978898
LAMA5-AS1,-2.84E-12,0.999988109
AL121832.2,-0.97192644,0.774613373
RPS21,-0.05754147,2.82E-05
CABLES2,-0.978647763,0.312669774
RBBP8NL,-2.84E-12,0.999988109
AL121832.1,-2.84E-12,0.999988109
GATA5,-2.84E-12,0.999988109
AL499627.2,-2.84E-12,0.999988109
AL499627.1,-2.84E-12,0.999988109
MIR1-1HG-AS1,-2.84E-12,0.999988109
MIR1-1HG,-2.84E-12,0.999988109
BX640514.1,-2.84E-12,0.999988109
BX640514.2,-2.84E-12,0.999988109
AL450469.2,-2.84E-12,0.999988109
AL450469.1,-2.84E-12,0.999988109
SLCO4A1,0.384967547,0.009965455
AL357033.4,-2.84E-12,0.999988109
LINC00686,-2.84E-12,0.999988109
NTSR1,-2.84E-12,0.999988109
AL357033.2,-2.84E-12,0.999988109
LINC00659,#NAME?,0.255929558
MRGBP,-0.003922739,0.999988109
OGFR-AS1,15.86281961,0.999988109
OGFR,-0.291329243,0.052462101
COL9A3,16.58263406,0.999988109
TCFL5,-0.746161589,0.999988109
DIDO1,-0.105739764,0.999988109
GID8,0.21546237,0.131209142
SLC17A9,1.217105934,0.999988109
BHLHE23,4.257357259,0.999988109
LINC01749,-2.84E-12,0.999988109
LINC00029,-2.84E-12,0.999988109
LINC01056,-2.84E-12,0.999988109
HAR1B,0.752739515,0.999988109
HAR1A,1.286060163,0.814826331
AL096828.2,-2.84E-12,0.999988109
AL096828.1,#NAME?,0.255929558
YTHDF1,-0.197873468,0.695635333
AL096828.3,-2.84E-12,0.999988109
BIRC7,-2.84E-12,0.999988109
NKAIN4,-2.84E-12,0.999988109
AL121827.2,-2.84E-12,0.999988109
ARFGAP1,0.271992442,0.562274031
COL20A1,-2.84E-12,0.999988109
CHRNA4,-2.84E-12,0.999988109
AL121827.1,-2.84E-12,0.999988109
KCNQ2,16.58256824,0.999988109
AL353658.2,-2.84E-12,0.999988109
AL353658.1,-2.84E-12,0.999988109
EEF1A2,-1.235998748,0.928201033
AL121829.1,-2.84E-12,0.999988109
PPDPF,0.325303429,6.20E-05
PTK6,-2.84E-12,0.999988109
SRMS,15.86282824,0.999988109
AL121829.2,-2.84E-12,0.999988109
FNDC11,16.58262011,0.999988109
HELZ2,1.76822495,0.335203795
GMEB2,0.242750557,0.999988109
MHENCR,-0.791048263,0.190144998
STMN3,0.710115139,0.999988109
RTEL1-TNFRSF6B,0.03535002,0.999988109
TNFRSF6B,-2.84E-12,0.999988109
ARFRP1,0.245897718,0.368677874
ZGPAT,0.168928151,0.999988109
AL121845.3,#NAME?,0.208372552
AL121845.4,-2.84E-12,0.999988109
LIME1,1.106741328,0.793591285
AL121845.2,-2.84E-12,0.999988109
SLC2A4RG,0.777228046,0.967688096
ZBTB46,1.148772569,0.765187245
AL121845.1,15.86282342,0.999988109
ZBTB46-AS1,-2.84E-12,0.999988109
AL118506.1,0.02759763,0.999988109
ABHD16B,-2.84E-12,0.999988109
TPD52L2,0.601279883,4.72E-05
DNAJC5,-0.157994142,0.999988109
UCKL1,0.315776471,0.168183124
UCKL1-AS1,0.844368088,0.999988109
ZNF512B,-0.057049171,0.999988109
SAMD10,-0.848742943,0.765518804
PRPF6,0.175719905,0.513028044
SOX18,-2.84E-12,0.999988109
TCEA2,-0.152066268,0.999988109
AL355803.1,-2.84E-12,0.999988109
RGS19,0.167843163,0.999988109
OPRL1,-2.84E-12,0.999988109
LKAAEAR1,16.58259646,0.999988109
MYT1,-2.84E-12,0.999988109
NPBWR2,-2.84E-12,0.999988109
PCMTD2,0.142480946,0.999988109
AC008993.4,-2.84E-12,0.999988109
FAM138F,-2.84E-12,0.999988109
OR4F17,-2.84E-12,0.999988109
AC092192.1,-2.84E-12,0.999988109
AC016588.2,-0.413118333,0.999988109
PLPP2,0.090996485,0.999988109
MIER2,0.483465675,0.093443115
AC016588.1,0.404900459,0.999988109
THEG,-2.84E-12,0.999988109
AC010641.1,-2.84E-12,0.999988109
ODF3L2,-2.84E-12,0.999988109
TPGS1,0.676137352,0.000241373
CDC34,0.013243337,0.999988109
GZMM,0.585825651,0.000135267
AC009005.1,-1.52973962,0.999988109
BSG,0.138404865,0.320540333
POLRMT,0.280332998,0.655020795
AC004449.1,15.86283521,0.999988109
FGF22,-2.84E-12,0.999988109
RNF126,0.055596991,0.999988109
AC004156.1,-2.84E-12,0.999988109
FSTL3,-0.898970922,0.999988109
PRSS57,-2.84E-12,0.999988109
PALM,-2.84E-12,0.999988109
MISP,-2.84E-12,0.999988109
AC006273.1,15.86280793,0.999988109
LINC01836,-2.84E-12,0.999988109
PTBP1,0.238997275,0.000643219
PLPPR3,-2.84E-12,0.999988109
AZU1,-2.84E-12,0.999988109
PRTN3,-2.84E-12,0.999988109
ELANE,-2.84E-12,0.999988109
CFD,15.86279003,0.999988109
MED16,-0.09987203,0.999988109
R3HDM4,-0.028542984,0.999988109
KISS1R,-3.214883385,0.237122938
ARID3A,-0.077035081,0.999988109
AC005379.1,-2.84E-12,0.999988109
WDR18,0.733634586,5.74E-12
AC004528.1,-2.84E-12,0.999988109
GRIN3B,-2.84E-12,0.999988109
TMEM259,-0.051114741,0.999988109
AC004528.2,-1.528240337,0.999988109
CNN2,0.780152362,0.402683688
ABCA7,0.245833141,0.999988109
ARHGAP45,-0.201382613,0.999988109
POLR2E,0.084255884,0.746517854
GPX4,-0.021864834,0.999988109
SBNO2,0.772681764,0.089873843
STK11,0.473952969,0.255929558
AC004221.1,-2.84E-12,0.999988109
ATP5F1D,0.489106007,6.41E-21
MIDN,-0.43625814,0.007196496
CIRBP,0.157059119,0.052882044
CIRBP-AS1,16.9023108,0.999988109
C19orf24,-0.061504761,0.999988109
AC005330.1,-2.84E-12,0.999988109
MUM1,1.20684743,0.330311684
AC005329.2,-2.84E-12,0.999988109
NDUFS7,0.120293208,0.892873571
AC005329.3,-2.84E-12,0.999988109
GAMT,0.195497177,0.999988109
DAZAP1,-0.05416125,0.999988109
RPS15,-0.09482699,6.02E-12
AC027307.3,0.373733526,0.999988109
AC027307.2,-1.697404449,0.68463946
C19orf25,0.115277892,0.999988109
PCSK4,16.90231114,0.999988109
REEP6,-1.314965006,0.999988109
AC027307.1,15.86281204,0.999988109
PLK5,-2.84E-12,0.999988109
MEX3D,0.359787112,0.999988109
MBD3,-0.046547225,0.999988109
UQCR11,0.247396913,9.19E-11
TCF3,0.083747955,0.999988109
AC005256.1,-2.84E-12,0.999988109
ONECUT3,-2.84E-12,0.999988109
REXO1,-0.154374768,0.999988109
AC012615.3,-2.84E-12,0.999988109
KLF16,0.009645644,0.999988109
AC012615.4,-2.84E-12,0.999988109
AC012615.1,-0.262581167,0.999988109
AC012615.5,-2.84E-12,0.999988109
ABHD17A,-0.187829267,0.999988109
SCAMP4,-0.165846493,0.999988109
ADAT3,0.351288504,0.999988109
CSNK1G2,0.342081706,0.266938762
CSNK1G2-AS1,-2.84E-12,0.999988109
BTBD2,-0.264294242,0.999988109
MKNK2,0.025630308,0.999988109
MOB3A,-0.421016783,0.277580675
IZUMO4,-0.328726666,0.999988109
AP3D1,-0.173333357,0.4430463
DOT1L,0.133674562,0.700197223
PLEKHJ1,0.375753788,0.00820309
SF3A2,0.083356222,0.999988109
AMH,0.194224142,0.999988109
JSRP1,0.588927825,0.999988109
OAZ1,0.025067442,0.999988109
AC005258.1,-2.84E-12,0.999988109
PEAK3,-2.84E-12,0.999988109
